Date,Open,High,Low,Close,Volume
8-Nov-13,2.88,3.01,2.76,2.92,125061
7-Nov-13,3.01,3.01,2.89,2.95,63899
6-Nov-13,3.00,3.05,2.96,2.99,162254
5-Nov-13,3.03,3.10,2.98,2.99,71077
4-Nov-13,3.00,3.04,2.99,3.03,66841
1-Nov-13,3.04,3.04,3.00,3.00,145359
31-Oct-13,3.10,3.10,2.96,3.01,82332
30-Oct-13,3.11,3.11,2.99,3.01,92253
29-Oct-13,3.02,3.11,3.02,3.04,37958
28-Oct-13,3.10,3.12,3.00,3.03,124534
25-Oct-13,3.06,3.15,3.00,3.05,104122
24-Oct-13,3.05,3.05,2.97,3.03,90333
23-Oct-13,3.09,3.10,2.94,3.02,121090
22-Oct-13,3.14,3.15,2.96,3.09,130520
21-Oct-13,3.07,3.18,3.07,3.11,81615
18-Oct-13,3.10,3.15,3.06,3.10,66552
17-Oct-13,3.15,3.23,3.10,3.11,29429
16-Oct-13,3.09,3.15,3.09,3.14,68180
15-Oct-13,3.16,3.25,2.95,3.07,238420
14-Oct-13,3.13,3.16,3.13,3.15,87113
11-Oct-13,3.15,3.17,3.14,3.16,68520
10-Oct-13,3.15,3.17,3.14,3.14,55575
9-Oct-13,3.12,3.14,3.09,3.11,32061
8-Oct-13,3.32,3.32,3.07,3.14,166473
7-Oct-13,3.26,3.48,3.14,3.15,242895
4-Oct-13,3.21,3.30,3.16,3.26,127173
3-Oct-13,3.16,3.26,3.11,3.25,93883
2-Oct-13,3.12,3.25,3.12,3.15,89818
1-Oct-13,3.05,3.15,3.05,3.14,26599
30-Sep-13,3.16,3.19,3.07,3.14,107973
27-Sep-13,3.15,3.16,3.10,3.16,41963
26-Sep-13,3.24,3.24,3.14,3.18,9568
25-Sep-13,3.26,3.26,3.19,3.22,53202
24-Sep-13,3.28,3.28,3.06,3.22,41490
23-Sep-13,3.18,3.27,3.12,3.25,153047
20-Sep-13,3.20,3.25,3.07,3.18,135351
19-Sep-13,3.20,3.28,3.20,3.22,47404
18-Sep-13,3.25,3.28,3.17,3.20,29490
17-Sep-13,3.20,3.28,3.11,3.20,62945
16-Sep-13,3.30,3.39,3.18,3.23,120605
13-Sep-13,3.15,3.29,3.15,3.26,43187
12-Sep-13,3.29,3.30,3.11,3.15,105193
11-Sep-13,3.39,3.39,3.20,3.30,74049
10-Sep-13,3.29,3.42,3.18,3.30,86995
9-Sep-13,3.21,3.30,2.96,3.30,266560
6-Sep-13,3.29,3.36,3.11,3.16,239578
5-Sep-13,3.70,3.70,3.27,3.39,1403683
4-Sep-13,2.67,2.80,2.62,2.80,238602
3-Sep-13,2.48,2.66,2.48,2.64,105704
30-Aug-13,2.46,2.52,2.43,2.48,59347
29-Aug-13,2.43,2.48,2.41,2.47,11092
28-Aug-13,2.40,2.49,2.38,2.42,38707
27-Aug-13,2.51,2.55,2.43,2.43,45812
26-Aug-13,2.53,2.54,2.46,2.50,67653
23-Aug-13,2.56,2.61,2.44,2.50,27354
22-Aug-13,2.54,2.60,2.52,2.54,81009
21-Aug-13,2.53,2.54,2.43,2.50,83828
20-Aug-13,2.36,2.49,2.36,2.47,43948
19-Aug-13,2.49,2.49,2.36,2.40,41054
16-Aug-13,2.60,2.60,2.36,2.44,74748
15-Aug-13,2.53,2.65,2.31,2.55,234787
14-Aug-13,2.43,2.55,2.38,2.55,121319
13-Aug-13,2.50,2.53,2.42,2.46,59909
12-Aug-13,2.50,2.59,2.36,2.52,85446
9-Aug-13,2.53,2.53,2.45,2.46,95657
8-Aug-13,2.46,2.53,2.46,2.50,31586
7-Aug-13,2.56,2.63,2.44,2.45,60481
6-Aug-13,2.63,2.63,2.53,2.54,36867
5-Aug-13,2.67,2.77,2.55,2.60,95374
2-Aug-13,2.74,2.74,2.60,2.64,79188
1-Aug-13,2.62,2.79,2.58,2.72,211855
31-Jul-13,2.50,2.61,2.47,2.57,112872
30-Jul-13,2.51,2.51,2.42,2.45,66861
29-Jul-13,2.50,2.52,2.38,2.47,186584
26-Jul-13,2.46,2.63,2.44,2.49,121532
25-Jul-13,2.50,2.50,2.41,2.44,78296
24-Jul-13,2.46,2.53,2.43,2.48,166313
23-Jul-13,2.47,2.56,2.43,2.46,107908
22-Jul-13,2.46,2.51,2.40,2.43,125162
19-Jul-13,2.51,2.55,2.38,2.49,163168
18-Jul-13,2.45,2.56,2.42,2.46,93393
17-Jul-13,2.52,2.54,2.44,2.44,79002
16-Jul-13,2.40,2.58,2.37,2.50,199899
15-Jul-13,2.35,2.38,2.32,2.35,50540
12-Jul-13,2.40,2.40,2.30,2.38,69202
11-Jul-13,2.30,2.44,2.28,2.35,191952
